"ITEM","Item","BANK","Bank","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"IN01TE","1. Interest income","ALL","All banks","AUT","Austria","2007","2007",37291,,
"IN01TE","1. Interest income","ALL","All banks","AUT","Austria","2008","2008",45735,,
"IN01TE","1. Interest income","ALL","All banks","BEL","Belgium","2007","2007",69845.652,,
"IN01TE","1. Interest income","ALL","All banks","BEL","Belgium","2008","2008",75503.051,,
"IN01TE","1. Interest income","ALL","All banks","BEL","Belgium","2009","2009",40528.807,,
"IN01TE","1. Interest income","ALL","All banks","CAN","Canada","2007","2007",124648,,
"IN01TE","1. Interest income","ALL","All banks","CAN","Canada","2008","2008",124454,,
"IN01TE","1. Interest income","ALL","All banks","CAN","Canada","2009","2009",102263,,
"IN01TE","1. Interest income","ALL","All banks","CZE","Czech Republic","2007","2007",156436.218,,
"IN01TE","1. Interest income","ALL","All banks","CZE","Czech Republic","2008","2008",191917.03,,
"IN01TE","1. Interest income","ALL","All banks","CZE","Czech Republic","2009","2009",174605.596,,
"IN01TE","1. Interest income","ALL","All banks","DNK","Denmark","2007","2007",170074.078,,
"IN01TE","1. Interest income","ALL","All banks","DNK","Denmark","2008","2008",204303.82,,
"IN01TE","1. Interest income","ALL","All banks","DNK","Denmark","2009","2009",145487.936,,
"IN01TE","1. Interest income","ALL","All banks","FIN","Finland","2007","2007",11655.541,,
"IN01TE","1. Interest income","ALL","All banks","FIN","Finland","2008","2008",14543.319,,
"IN01TE","1. Interest income","ALL","All banks","FIN","Finland","2009","2009",8243.279,,
"IN01TE","1. Interest income","ALL","All banks","FRA","France","2007","2007",270374.981,,
"IN01TE","1. Interest income","ALL","All banks","FRA","France","2008","2008",293674.051,,
"IN01TE","1. Interest income","ALL","All banks","FRA","France","2009","2009",203055.585,,
"IN01TE","1. Interest income","ALL","All banks","DEU","Germany","2007","2007",321070,,
"IN01TE","1. Interest income","ALL","All banks","DEU","Germany","2008","2008",327959,,
"IN01TE","1. Interest income","ALL","All banks","DEU","Germany","2009","2009",232155,,
"IN01TE","1. Interest income","ALL","All banks","IRL","Ireland","2007","2007",56061.147,,
"IN01TE","1. Interest income","ALL","All banks","IRL","Ireland","2008","2008",58665.975,,
"IN01TE","1. Interest income","ALL","All banks","IRL","Ireland","2009","2009",34454.159,,
"IN01TE","1. Interest income","ALL","All banks","ITA","Italy","2007","2007",138000.75,,
"IN01TE","1. Interest income","ALL","All banks","ITA","Italy","2008","2008",161177.2,,
"IN01TE","1. Interest income","ALL","All banks","ITA","Italy","2009","2009",104013.7,,
"IN01TE","1. Interest income","ALL","All banks","JPN","Japan","2007","2007",14331640,,
"IN01TE","1. Interest income","ALL","All banks","JPN","Japan","2008","2008",13229463,,
"IN01TE","1. Interest income","ALL","All banks","KOR","Korea","2007","2007",78982450.79,,
"IN01TE","1. Interest income","ALL","All banks","KOR","Korea","2008","2008",95380327,,
"IN01TE","1. Interest income","ALL","All banks","KOR","Korea","2009","2009",84843886.162,,
"IN01TE","1. Interest income","ALL","All banks","LUX","Luxembourg","2007","2007",62452.171,,
"IN01TE","1. Interest income","ALL","All banks","LUX","Luxembourg","2008","2008",62483,,
"IN01TE","1. Interest income","ALL","All banks","MEX","Mexico","2007","2007",442914.031,,
"IN01TE","1. Interest income","ALL","All banks","MEX","Mexico","2008","2008",510663.907,,
"IN01TE","1. Interest income","ALL","All banks","MEX","Mexico","2009","2009",464555.573,,
"IN01TE","1. Interest income","ALL","All banks","NLD","Netherlands","2007","2007",179350,,
"IN01TE","1. Interest income","ALL","All banks","NLD","Netherlands","2008","2008",189559,,
"IN01TE","1. Interest income","ALL","All banks","NLD","Netherlands","2009","2009",138401,,
"IN01TE","1. Interest income","ALL","All banks","NZL","New Zealand","2007","2007",25250.262,,
"IN01TE","1. Interest income","ALL","All banks","NZL","New Zealand","2008","2008",29153.451,,
"IN01TE","1. Interest income","ALL","All banks","NZL","New Zealand","2009","2009",21202.892,,
"IN01TE","1. Interest income","ALL","All banks","NOR","Norway","2007","2007",155642,,
"IN01TE","1. Interest income","ALL","All banks","NOR","Norway","2008","2008",208732,,
"IN01TE","1. Interest income","ALL","All banks","NOR","Norway","2009","2009",135717,,
"IN01TE","1. Interest income","ALL","All banks","POL","Poland","2007","2007",43170.302,,
"IN01TE","1. Interest income","ALL","All banks","POL","Poland","2008","2008",58054.374,,
"IN01TE","1. Interest income","ALL","All banks","POL","Poland","2009","2009",55508.016,,
"IN01TE","1. Interest income","ALL","All banks","SVK","Slovak Republic","2007","2007",2698.105,,
"IN01TE","1. Interest income","ALL","All banks","SVK","Slovak Republic","2008","2008",3103.796,,
"IN01TE","1. Interest income","ALL","All banks","SVK","Slovak Republic","2009","2009",2334.75,,
"IN01TE","1. Interest income","ALL","All banks","ESP","Spain","2007","2007",124850,,
"IN01TE","1. Interest income","ALL","All banks","ESP","Spain","2008","2008",153688,,
"IN01TE","1. Interest income","ALL","All banks","ESP","Spain","2009","2009",110891,,
"IN01TE","1. Interest income","ALL","All banks","SWE","Sweden","2007","2007",210432,,
"IN01TE","1. Interest income","ALL","All banks","SWE","Sweden","2008","2008",271986,,
"IN01TE","1. Interest income","ALL","All banks","SWE","Sweden","2009","2009",160896,,
"IN01TE","1. Interest income","ALL","All banks","CHE","Switzerland","2007","2007",147213,,
"IN01TE","1. Interest income","ALL","All banks","CHE","Switzerland","2008","2008",114651,,
"IN01TE","1. Interest income","ALL","All banks","CHE","Switzerland","2009","2009",57071,,
"IN01TE","1. Interest income","ALL","All banks","USA","United States","2007","2007",769686.397,,
"IN01TE","1. Interest income","ALL","All banks","USA","United States","2008","2008",659539.96,,
"IN01TE","1. Interest income","ALL","All banks","USA","United States","2009","2009",586014.087,,
"IN01TE","1. Interest income","ALL","All banks","CHL","Chile","2007","2007",6606266.05,,
"IN01TE","1. Interest income","ALL","All banks","CHL","Chile","2008","2008",9201865,,
"IN01TE","1. Interest income","ALL","All banks","CHL","Chile","2009","2009",4809910,,
"IN01TE","1. Interest income","ALL","All banks","EST","Estonia","2007","2007",987.617,,
"IN01TE","1. Interest income","ALL","All banks","EST","Estonia","2008","2008",1283.231,,
"IN01TE","1. Interest income","ALL","All banks","EST","Estonia","2009","2009",818.19,,
"IN01TE","1. Interest income","ALL","All banks","ISR","Israel","2007","2007",37644.5,,
"IN01TE","1. Interest income","ALL","All banks","ISR","Israel","2008","2008",41599.2,,
"IN01TE","1. Interest income","ALL","All banks","ISR","Israel","2009","2009",46719.5,,
"IN01TE","1. Interest income","ALL","All banks","RUS","Russia","2007","2007",1418992.063,,
"IN01TE","1. Interest income","ALL","All banks","RUS","Russia","2008","2008",2191657.949,,
"IN01TE","1. Interest income","ALL","All banks","RUS","Russia","2009","2009",2761156.024,,
"IN01TE","1. Interest income","ALL","All banks","SVN","Slovenia","2007","2007",2302.512,,
"IN01TE","1. Interest income","ALL","All banks","SVN","Slovenia","2008","2008",3072.365,,
"IN01TE","1. Interest income","ALL","All banks","SVN","Slovenia","2009","2009",2484.156,,
"IN02TE","2. Interest expenses","ALL","All banks","AUT","Austria","2007","2007",29900,,
"IN02TE","2. Interest expenses","ALL","All banks","AUT","Austria","2008","2008",37576,,
"IN02TE","2. Interest expenses","ALL","All banks","BEL","Belgium","2007","2007",61899.496,,
"IN02TE","2. Interest expenses","ALL","All banks","BEL","Belgium","2008","2008",65903.335,,
"IN02TE","2. Interest expenses","ALL","All banks","BEL","Belgium","2009","2009",30510.147,,
"IN02TE","2. Interest expenses","ALL","All banks","CAN","Canada","2007","2007",81555,,
"IN02TE","2. Interest expenses","ALL","All banks","CAN","Canada","2008","2008",74854,,
"IN02TE","2. Interest expenses","ALL","All banks","CAN","Canada","2009","2009",46043,,
"IN02TE","2. Interest expenses","ALL","All banks","CZE","Czech Republic","2007","2007",71738.07,,
"IN02TE","2. Interest expenses","ALL","All banks","CZE","Czech Republic","2008","2008",93874.309,,
"IN02TE","2. Interest expenses","ALL","All banks","CZE","Czech Republic","2009","2009",71315.896,,
"IN02TE","2. Interest expenses","ALL","All banks","DNK","Denmark","2007","2007",127356.373,,
"IN02TE","2. Interest expenses","ALL","All banks","DNK","Denmark","2008","2008",151333.485,,
"IN02TE","2. Interest expenses","ALL","All banks","DNK","Denmark","2009","2009",75904.973,,
"IN02TE","2. Interest expenses","ALL","All banks","FIN","Finland","2007","2007",8063.449,,
"IN02TE","2. Interest expenses","ALL","All banks","FIN","Finland","2008","2008",10159.871,,
"IN02TE","2. Interest expenses","ALL","All banks","FIN","Finland","2009","2009",4583.439,,
"IN02TE","2. Interest expenses","ALL","All banks","FRA","France","2007","2007",248715.523,,
"IN02TE","2. Interest expenses","ALL","All banks","FRA","France","2008","2008",262799.345,,
"IN02TE","2. Interest expenses","ALL","All banks","FRA","France","2009","2009",161637.735,,
"IN02TE","2. Interest expenses","ALL","All banks","DEU","Germany","2007","2007",236840,,
"IN02TE","2. Interest expenses","ALL","All banks","DEU","Germany","2008","2008",244654,,
"IN02TE","2. Interest expenses","ALL","All banks","DEU","Germany","2009","2009",149384,,
"IN02TE","2. Interest expenses","ALL","All banks","IRL","Ireland","2007","2007",43263.677,,
"IN02TE","2. Interest expenses","ALL","All banks","IRL","Ireland","2008","2008",44122.315,,
"IN02TE","2. Interest expenses","ALL","All banks","IRL","Ireland","2009","2009",22933.206,,
"IN02TE","2. Interest expenses","ALL","All banks","ITA","Italy","2007","2007",83415.58,,
"IN02TE","2. Interest expenses","ALL","All banks","ITA","Italy","2008","2008",102169.03,,
"IN02TE","2. Interest expenses","ALL","All banks","ITA","Italy","2009","2009",55295.51,,
"IN02TE","2. Interest expenses","ALL","All banks","JPN","Japan","2007","2007",5739557,,
"IN02TE","2. Interest expenses","ALL","All banks","JPN","Japan","2008","2008",4525749,,
"IN02TE","2. Interest expenses","ALL","All banks","KOR","Korea","2007","2007",44502975.627,,
"IN02TE","2. Interest expenses","ALL","All banks","KOR","Korea","2008","2008",57851668,,
"IN02TE","2. Interest expenses","ALL","All banks","KOR","Korea","2009","2009",50030840.734,,
"IN02TE","2. Interest expenses","ALL","All banks","LUX","Luxembourg","2007","2007",56349.853,,
"IN02TE","2. Interest expenses","ALL","All banks","LUX","Luxembourg","2008","2008",55023,,
"IN02TE","2. Interest expenses","ALL","All banks","MEX","Mexico","2007","2007",231526.581,,
"IN02TE","2. Interest expenses","ALL","All banks","MEX","Mexico","2008","2008",263779.58,,
"IN02TE","2. Interest expenses","ALL","All banks","MEX","Mexico","2009","2009",209289.493,,
"IN02TE","2. Interest expenses","ALL","All banks","NLD","Netherlands","2007","2007",149337,,
"IN02TE","2. Interest expenses","ALL","All banks","NLD","Netherlands","2008","2008",158451,,
"IN02TE","2. Interest expenses","ALL","All banks","NLD","Netherlands","2009","2009",108413,,
"IN02TE","2. Interest expenses","ALL","All banks","NZL","New Zealand","2007","2007",19090.224,,
"IN02TE","2. Interest expenses","ALL","All banks","NZL","New Zealand","2008","2008",22248.861,,
"IN02TE","2. Interest expenses","ALL","All banks","NZL","New Zealand","2009","2009",14304.354,,
"IN02TE","2. Interest expenses","ALL","All banks","NOR","Norway","2007","2007",112868,,
"IN02TE","2. Interest expenses","ALL","All banks","NOR","Norway","2008","2008",156849,,
"IN02TE","2. Interest expenses","ALL","All banks","NOR","Norway","2009","2009",82615,,
"IN02TE","2. Interest expenses","ALL","All banks","POL","Poland","2007","2007",18857.294,,
"IN02TE","2. Interest expenses","ALL","All banks","POL","Poland","2008","2008",30030.797,,
"IN02TE","2. Interest expenses","ALL","All banks","POL","Poland","2009","2009",29136.567,,
"IN02TE","2. Interest expenses","ALL","All banks","SVK","Slovak Republic","2007","2007",1377.827,,
"IN02TE","2. Interest expenses","ALL","All banks","SVK","Slovak Republic","2008","2008",1558.513,,
"IN02TE","2. Interest expenses","ALL","All banks","SVK","Slovak Republic","2009","2009",773.783,,
"IN02TE","2. Interest expenses","ALL","All banks","ESP","Spain","2007","2007",81458,,
"IN02TE","2. Interest expenses","ALL","All banks","ESP","Spain","2008","2008",106495,,
"IN02TE","2. Interest expenses","ALL","All banks","ESP","Spain","2009","2009",60055,,
"IN02TE","2. Interest expenses","ALL","All banks","SWE","Sweden","2007","2007",159214,,
"IN02TE","2. Interest expenses","ALL","All banks","SWE","Sweden","2008","2008",209274,,
"IN02TE","2. Interest expenses","ALL","All banks","SWE","Sweden","2009","2009",88304,,
"IN02TE","2. Interest expenses","ALL","All banks","CHE","Switzerland","2007","2007",120364,,
"IN02TE","2. Interest expenses","ALL","All banks","CHE","Switzerland","2008","2008",88715,,
"IN02TE","2. Interest expenses","ALL","All banks","CHE","Switzerland","2009","2009",35705,,
"IN02TE","2. Interest expenses","ALL","All banks","USA","United States","2007","2007",395105.637,,
"IN02TE","2. Interest expenses","ALL","All banks","USA","United States","2008","2008",271959.267,,
"IN02TE","2. Interest expenses","ALL","All banks","USA","United States","2009","2009",161802.272,,
"IN02TE","2. Interest expenses","ALL","All banks","CHL","Chile","2007","2007",3746972.847,,
"IN02TE","2. Interest expenses","ALL","All banks","CHL","Chile","2008","2008",5606613,,
"IN02TE","2. Interest expenses","ALL","All banks","CHL","Chile","2009","2009",1555958,,
"IN02TE","2. Interest expenses","ALL","All banks","EST","Estonia","2007","2007",598.692,,
"IN02TE","2. Interest expenses","ALL","All banks","EST","Estonia","2008","2008",872.5,,
"IN02TE","2. Interest expenses","ALL","All banks","EST","Estonia","2009","2009",556.044,,
"IN02TE","2. Interest expenses","ALL","All banks","ISR","Israel","2007","2007",11017.5,,
"IN02TE","2. Interest expenses","ALL","All banks","ISR","Israel","2008","2008",15441.1,,
"IN02TE","2. Interest expenses","ALL","All banks","ISR","Israel","2009","2009",22735.9,,
"IN02TE","2. Interest expenses","ALL","All banks","RUS","Russia","2007","2007",663732.056,,
"IN02TE","2. Interest expenses","ALL","All banks","RUS","Russia","2008","2008",1072370.305,,
"IN02TE","2. Interest expenses","ALL","All banks","RUS","Russia","2009","2009",1503814.07,,
"IN02TE","2. Interest expenses","ALL","All banks","SVN","Slovenia","2007","2007",1297.596,,
"IN02TE","2. Interest expenses","ALL","All banks","SVN","Slovenia","2008","2008",1905.326,,
"IN02TE","2. Interest expenses","ALL","All banks","SVN","Slovenia","2009","2009",1334.733,,
"IN03TD","3. Net interest income ","ALL","All banks","AUT","Austria","2007","2007",7391,,
"IN03TD","3. Net interest income ","ALL","All banks","AUT","Austria","2008","2008",8159,,
"IN03TD","3. Net interest income ","ALL","All banks","BEL","Belgium","2007","2007",7946.156,,
"IN03TD","3. Net interest income ","ALL","All banks","BEL","Belgium","2008","2008",9599.716,,
"IN03TD","3. Net interest income ","ALL","All banks","BEL","Belgium","2009","2009",10018.66,,
"IN03TD","3. Net interest income ","ALL","All banks","CAN","Canada","2007","2007",43093,,
"IN03TD","3. Net interest income ","ALL","All banks","CAN","Canada","2008","2008",49600,,
"IN03TD","3. Net interest income ","ALL","All banks","CAN","Canada","2009","2009",56221,,
"IN03TD","3. Net interest income ","ALL","All banks","CZE","Czech Republic","2007","2007",84698.148,,
"IN03TD","3. Net interest income ","ALL","All banks","CZE","Czech Republic","2008","2008",98042.721,,
"IN03TD","3. Net interest income ","ALL","All banks","CZE","Czech Republic","2009","2009",103289.7,,
"IN03TD","3. Net interest income ","ALL","All banks","DNK","Denmark","2007","2007",42717.704,,
"IN03TD","3. Net interest income ","ALL","All banks","DNK","Denmark","2008","2008",52970.334,,
"IN03TD","3. Net interest income ","ALL","All banks","DNK","Denmark","2009","2009",69582.959,,
"IN03TD","3. Net interest income ","ALL","All banks","FIN","Finland","2007","2007",3592.092,,
"IN03TD","3. Net interest income ","ALL","All banks","FIN","Finland","2008","2008",4383.448,,
"IN03TD","3. Net interest income ","ALL","All banks","FIN","Finland","2009","2009",3659.84,,
"IN03TD","3. Net interest income ","ALL","All banks","FRA","France","2007","2007",21659.458,,
"IN03TD","3. Net interest income ","ALL","All banks","FRA","France","2008","2008",30874.706,,
"IN03TD","3. Net interest income ","ALL","All banks","FRA","France","2009","2009",41417.85,,
"IN03TD","3. Net interest income ","ALL","All banks","DEU","Germany","2007","2007",84230,,
"IN03TD","3. Net interest income ","ALL","All banks","DEU","Germany","2008","2008",83305,,
"IN03TD","3. Net interest income ","ALL","All banks","DEU","Germany","2009","2009",82771,,
"IN03TD","3. Net interest income ","ALL","All banks","IRL","Ireland","2007","2007",12797.471,,
"IN03TD","3. Net interest income ","ALL","All banks","IRL","Ireland","2008","2008",14543.66,,
"IN03TD","3. Net interest income ","ALL","All banks","IRL","Ireland","2009","2009",11520.953,,
"IN03TD","3. Net interest income ","ALL","All banks","ITA","Italy","2007","2007",54585.17,,
"IN03TD","3. Net interest income ","ALL","All banks","ITA","Italy","2008","2008",59008.17,,
"IN03TD","3. Net interest income ","ALL","All banks","ITA","Italy","2009","2009",48718.19,,
"IN03TD","3. Net interest income ","ALL","All banks","JPN","Japan","2007","2007",8592083,,
"IN03TD","3. Net interest income ","ALL","All banks","JPN","Japan","2008","2008",8703714,,
"IN03TD","3. Net interest income ","ALL","All banks","KOR","Korea","2007","2007",34479475.163,,
"IN03TD","3. Net interest income ","ALL","All banks","KOR","Korea","2008","2008",37528659,,
"IN03TD","3. Net interest income ","ALL","All banks","KOR","Korea","2009","2009",34813045.428,,
"IN03TD","3. Net interest income ","ALL","All banks","LUX","Luxembourg","2007","2007",6102.318,,
"IN03TD","3. Net interest income ","ALL","All banks","LUX","Luxembourg","2008","2008",7460,,
"IN03TD","3. Net interest income ","ALL","All banks","MEX","Mexico","2007","2007",211387.45,,
"IN03TD","3. Net interest income ","ALL","All banks","MEX","Mexico","2008","2008",246884.327,,
"IN03TD","3. Net interest income ","ALL","All banks","MEX","Mexico","2009","2009",255266.081,,
"IN03TD","3. Net interest income ","ALL","All banks","NLD","Netherlands","2007","2007",30013,,
"IN03TD","3. Net interest income ","ALL","All banks","NLD","Netherlands","2008","2008",31108,,
"IN03TD","3. Net interest income ","ALL","All banks","NLD","Netherlands","2009","2009",29988,,
"IN03TD","3. Net interest income ","ALL","All banks","NZL","New Zealand","2007","2007",6160.038,,
"IN03TD","3. Net interest income ","ALL","All banks","NZL","New Zealand","2008","2008",6904.59,,
"IN03TD","3. Net interest income ","ALL","All banks","NZL","New Zealand","2009","2009",6898.538,,
"IN03TD","3. Net interest income ","ALL","All banks","NOR","Norway","2007","2007",42774,,
"IN03TD","3. Net interest income ","ALL","All banks","NOR","Norway","2008","2008",51883,,
"IN03TD","3. Net interest income ","ALL","All banks","NOR","Norway","2009","2009",53102,,
"IN03TD","3. Net interest income ","ALL","All banks","POL","Poland","2007","2007",24313.008,,
"IN03TD","3. Net interest income ","ALL","All banks","POL","Poland","2008","2008",28023.577,,
"IN03TD","3. Net interest income ","ALL","All banks","POL","Poland","2009","2009",26371.449,,
"IN03TD","3. Net interest income ","ALL","All banks","SVK","Slovak Republic","2007","2007",1320.279,,
"IN03TD","3. Net interest income ","ALL","All banks","SVK","Slovak Republic","2008","2008",1545.283,,
"IN03TD","3. Net interest income ","ALL","All banks","SVK","Slovak Republic","2009","2009",1560.967,,
"IN03TD","3. Net interest income ","ALL","All banks","ESP","Spain","2007","2007",43391,,
"IN03TD","3. Net interest income ","ALL","All banks","ESP","Spain","2008","2008",47192,,
"IN03TD","3. Net interest income ","ALL","All banks","ESP","Spain","2009","2009",50838,,
"IN03TD","3. Net interest income ","ALL","All banks","SWE","Sweden","2007","2007",51218,,
"IN03TD","3. Net interest income ","ALL","All banks","SWE","Sweden","2008","2008",62712,,
"IN03TD","3. Net interest income ","ALL","All banks","SWE","Sweden","2009","2009",72592,,
"IN03TD","3. Net interest income ","ALL","All banks","CHE","Switzerland","2007","2007",26849,,
"IN03TD","3. Net interest income ","ALL","All banks","CHE","Switzerland","2008","2008",25937,,
"IN03TD","3. Net interest income ","ALL","All banks","CHE","Switzerland","2009","2009",21366,,
"IN03TD","3. Net interest income ","ALL","All banks","USA","United States","2007","2007",374580.76,,
"IN03TD","3. Net interest income ","ALL","All banks","USA","United States","2008","2008",387580.693,,
"IN03TD","3. Net interest income ","ALL","All banks","USA","United States","2009","2009",424211.815,,
"IN03TD","3. Net interest income ","ALL","All banks","CHL","Chile","2007","2007",2859293.204,,
"IN03TD","3. Net interest income ","ALL","All banks","CHL","Chile","2008","2008",3595252,,
"IN03TD","3. Net interest income ","ALL","All banks","CHL","Chile","2009","2009",3253952,,
"IN03TD","3. Net interest income ","ALL","All banks","EST","Estonia","2007","2007",388.925,,
"IN03TD","3. Net interest income ","ALL","All banks","EST","Estonia","2008","2008",410.73,,
"IN03TD","3. Net interest income ","ALL","All banks","EST","Estonia","2009","2009",262.146,,
"IN03TD","3. Net interest income ","ALL","All banks","ISR","Israel","2007","2007",26627,,
"IN03TD","3. Net interest income ","ALL","All banks","ISR","Israel","2008","2008",26158.1,,
"IN03TD","3. Net interest income ","ALL","All banks","ISR","Israel","2009","2009",23983.6,,
"IN03TD","3. Net interest income ","ALL","All banks","RUS","Russia","2007","2007",755260.007,,
"IN03TD","3. Net interest income ","ALL","All banks","RUS","Russia","2008","2008",1119287.644,,
"IN03TD","3. Net interest income ","ALL","All banks","RUS","Russia","2009","2009",1257341.954,,
"IN03TD","3. Net interest income ","ALL","All banks","SVN","Slovenia","2007","2007",1004.916,,
"IN03TD","3. Net interest income ","ALL","All banks","SVN","Slovenia","2008","2008",1167.039,,
"IN03TD","3. Net interest income ","ALL","All banks","SVN","Slovenia","2009","2009",1149.423,,
"IN04TE","4. Net non-interest income","ALL","All banks","AUT","Austria","2007","2007",10499,,
"IN04TE","4. Net non-interest income","ALL","All banks","AUT","Austria","2008","2008",11959,,
"IN04TE","4. Net non-interest income","ALL","All banks","BEL","Belgium","2007","2007",8919.272,,
"IN04TE","4. Net non-interest income","ALL","All banks","BEL","Belgium","2008","2008",-9130.443,,
"IN04TE","4. Net non-interest income","ALL","All banks","BEL","Belgium","2009","2009",4142.114,,
"IN04TE","4. Net non-interest income","ALL","All banks","CAN","Canada","2007","2007",46283,,
"IN04TE","4. Net non-interest income","ALL","All banks","CAN","Canada","2008","2008",34469,,
"IN04TE","4. Net non-interest income","ALL","All banks","CAN","Canada","2009","2009",44535,,
"IN04TE","4. Net non-interest income","ALL","All banks","DNK","Denmark","2007","2007",42753.012,,
"IN04TE","4. Net non-interest income","ALL","All banks","DNK","Denmark","2008","2008",24078.37,,
"IN04TE","4. Net non-interest income","ALL","All banks","DNK","Denmark","2009","2009",34522.426,,
"IN04TE","4. Net non-interest income","ALL","All banks","FIN","Finland","2007","2007",2463.016,,
"IN04TE","4. Net non-interest income","ALL","All banks","FIN","Finland","2008","2008",841.241,,
"IN04TE","4. Net non-interest income","ALL","All banks","FIN","Finland","2009","2009",1180.65,,
"IN04TE","4. Net non-interest income","ALL","All banks","FRA","France","2007","2007",65664.783,,
"IN04TE","4. Net non-interest income","ALL","All banks","FRA","France","2008","2008",33065.3,,
"IN04TE","4. Net non-interest income","ALL","All banks","FRA","France","2009","2009",57209.195,,
"IN04TE","4. Net non-interest income","ALL","All banks","DEU","Germany","2007","2007",28008,,
"IN04TE","4. Net non-interest income","ALL","All banks","DEU","Germany","2008","2008",9306,,
"IN04TE","4. Net non-interest income","ALL","All banks","DEU","Germany","2009","2009",21256,,
"IN04TE","4. Net non-interest income","ALL","All banks","IRL","Ireland","2007","2007",5334.42,,
"IN04TE","4. Net non-interest income","ALL","All banks","IRL","Ireland","2008","2008",2557.257,,
"IN04TE","4. Net non-interest income","ALL","All banks","IRL","Ireland","2009","2009",5470.042,,
"IN04TE","4. Net non-interest income","ALL","All banks","ITA","Italy","2007","2007",30816.37,,
"IN04TE","4. Net non-interest income","ALL","All banks","ITA","Italy","2008","2008",19673.76,,
"IN04TE","4. Net non-interest income","ALL","All banks","ITA","Italy","2009","2009",27760.14,,
"IN04TE","4. Net non-interest income","ALL","All banks","JPN","Japan","2007","2007",2069510,,
"IN04TE","4. Net non-interest income","ALL","All banks","JPN","Japan","2008","2008",-1423209,,
"IN04TE","4. Net non-interest income","ALL","All banks","KOR","Korea","2007","2007",9615063.73,,
"IN04TE","4. Net non-interest income","ALL","All banks","KOR","Korea","2008","2008",4114111,,
"IN04TE","4. Net non-interest income","ALL","All banks","KOR","Korea","2009","2009",5086140.991,,
"IN04TE","4. Net non-interest income","ALL","All banks","LUX","Luxembourg","2007","2007",4744.239,,
"IN04TE","4. Net non-interest income","ALL","All banks","LUX","Luxembourg","2008","2008",3091.105,,
"IN04TE","4. Net non-interest income","ALL","All banks","MEX","Mexico","2007","2007",97231.009,,
"IN04TE","4. Net non-interest income","ALL","All banks","MEX","Mexico","2008","2008",96702.899,,
"IN04TE","4. Net non-interest income","ALL","All banks","MEX","Mexico","2009","2009",117758.927,,
"IN04TE","4. Net non-interest income","ALL","All banks","NLD","Netherlands","2007","2007",35577,,
"IN04TE","4. Net non-interest income","ALL","All banks","NLD","Netherlands","2008","2008",2798,,
"IN04TE","4. Net non-interest income","ALL","All banks","NLD","Netherlands","2009","2009",13258,,
"IN04TE","4. Net non-interest income","ALL","All banks","NZL","New Zealand","2007","2007",2827.045,,
"IN04TE","4. Net non-interest income","ALL","All banks","NZL","New Zealand","2008","2008",2803.75,,
"IN04TE","4. Net non-interest income","ALL","All banks","NZL","New Zealand","2009","2009",2604.056,,
"IN04TE","4. Net non-interest income","ALL","All banks","NOR","Norway","2007","2007",18975,,
"IN04TE","4. Net non-interest income","ALL","All banks","NOR","Norway","2008","2008",12220,,
"IN04TE","4. Net non-interest income","ALL","All banks","NOR","Norway","2009","2009",23910,,
"IN04TE","4. Net non-interest income","ALL","All banks","POL","Poland","2007","2007",18172.928,,
"IN04TE","4. Net non-interest income","ALL","All banks","POL","Poland","2008","2008",21225.729,,
"IN04TE","4. Net non-interest income","ALL","All banks","POL","Poland","2009","2009",23887.875,,
"IN04TE","4. Net non-interest income","ALL","All banks","SVK","Slovak Republic","2007","2007",724.706,,
"IN04TE","4. Net non-interest income","ALL","All banks","SVK","Slovak Republic","2008","2008",763.543,,
"IN04TE","4. Net non-interest income","ALL","All banks","SVK","Slovak Republic","2009","2009",467.905,,
"IN04TE","4. Net non-interest income","ALL","All banks","ESP","Spain","2007","2007",25268,,
"IN04TE","4. Net non-interest income","ALL","All banks","ESP","Spain","2008","2008",22921,,
"IN04TE","4. Net non-interest income","ALL","All banks","ESP","Spain","2009","2009",22024,,
"IN04TE","4. Net non-interest income","ALL","All banks","SWE","Sweden","2007","2007",71793,,
"IN04TE","4. Net non-interest income","ALL","All banks","SWE","Sweden","2008","2008",72722,,
"IN04TE","4. Net non-interest income","ALL","All banks","SWE","Sweden","2009","2009",65718,,
"IN04TE","4. Net non-interest income","ALL","All banks","CHE","Switzerland","2007","2007",46226,,
"IN04TE","4. Net non-interest income","ALL","All banks","CHE","Switzerland","2008","2008",22391,,
"IN04TE","4. Net non-interest income","ALL","All banks","CHE","Switzerland","2009","2009",32643,,
"IN04TE","4. Net non-interest income","ALL","All banks","USA","United States","2007","2007",242529.289,,
"IN04TE","4. Net non-interest income","ALL","All banks","USA","United States","2008","2008",172040.304,,
"IN04TE","4. Net non-interest income","ALL","All banks","USA","United States","2009","2009",247617.622,,
"IN04TE","4. Net non-interest income","ALL","All banks","CHL","Chile","2007","2007",482635.839,,
"IN04TE","4. Net non-interest income","ALL","All banks","CHL","Chile","2008","2008",1265963,,
"IN04TE","4. Net non-interest income","ALL","All banks","CHL","Chile","2009","2009",2121636,,
"IN04TE","4. Net non-interest income","ALL","All banks","EST","Estonia","2007","2007",429.504,,
"IN04TE","4. Net non-interest income","ALL","All banks","EST","Estonia","2008","2008",263.467,,
"IN04TE","4. Net non-interest income","ALL","All banks","EST","Estonia","2009","2009",249.496,,
